\0,Barrons,commensurate,"The word commensurate has to do with things that are similar in size and therefore appropriate. Many people think the death penalty is a commensurate punishment for murder. In other words, the penalty fits the crime.","b""When things are commensurate, they're fair, appropriate, and the right size. If you got a ticket for jaywalking, you shouldn't get ten years in prison \xc3\xa2\xe2\x82\xac\xe2\x80\x9d that penalty is not commensurate with the crime. The word commensurate is usually followed by with or to; one thing is commensurate with or to another.""",(adj) corresponding in size or degree or extent,"coextensive, conterminous, coterminous, commensurable, proportionate, equal","incommensurate, disproportionate, incommensurable, unequal","SPLIT AS COMMON - ENSURED -RATE. WHICH MEANS, OUR RATE WILL BE EQUAL TO THE CHEAPEST PRODUCT!","After that, the school district’s funding will be reduced commensurate with what is expected to be a substantially smaller student population., It is for $400, an amount that seems commensurate with the offense for which it atones."
0,Barrons,gullible,"If you are gullible, the joke is on you because you are easily fooled.","b'It is thought that gullible might be derived from the verb gull, meaning ""to swallow."" This would be a funny coincidence as gullible describes an overly trusting person who tends to swallow the stories he hears whole. The related word, gull, can be used as a noun ""don\'t be such a gull!"" or as a verb ""you can\'t gull me into believing that!""'","(adj) naive and easily deceived or tricked, (adj) easily tricked because of being too trusting","fleeceable, green, unwary",,Gullible = Gull + ible = girl/galli + able A girl who is able to be tricked or deceived easily.,"“The guilt, the terrible, gullible guilt ate up my insides.”, So he began his solemn day of visiting the victims by attacking the New York Times for changing its ludicrously gullible headline about his Monday statement."
0,Barrons,commensurate,"The word commensurate has to do with things that are similar in size and therefore appropriate. Many people think the death penalty is a commensurate punishment for murder. In other words, the penalty fits the crime.","b""When things are commensurate, they're fair, appropriate, and the right size. If you got a ticket for jaywalking, you shouldn't get ten years in prison \xc3\xa2\xe2\x82\xac\xe2\x80\x9d that penalty is not commensurate with the crime. The word commensurate is usually followed by with or to; one thing is commensurate with or to another.""",(adj) corresponding in size or degree or extent,"coextensive, conterminous, coterminous, commensurable, proportionate, equal","incommensurate, disproportionate, incommensurable, unequal","SPLIT AS COMMON - ENSURED -RATE. WHICH MEANS, OUR RATE WILL BE EQUAL TO THE CHEAPEST PRODUCT!","After that, the school district’s funding will be reduced commensurate with what is expected to be a substantially smaller student population., It is for $400, an amount that seems commensurate with the offense for which it atones."
0,Barrons,gullible,"If you are gullible, the joke is on you because you are easily fooled.","b'It is thought that gullible might be derived from the verb gull, meaning ""to swallow."" This would be a funny coincidence as gullible describes an overly trusting person who tends to swallow the stories he hears whole. The related word, gull, can be used as a noun ""don\'t be such a gull!"" or as a verb ""you can\'t gull me into believing that!""'","(adj) naive and easily deceived or tricked, (adj) easily tricked because of being too trusting","fleeceable, green, unwary",,Gullible = Gull + ible = girl/galli + able A girl who is able to be tricked or deceived easily.,"“The guilt, the terrible, gullible guilt ate up my insides.”, So he began his solemn day of visiting the victims by attacking the New York Times for changing its ludicrously gullible headline about his Monday statement."
0,Barrons,gullible,"If you are gullible, the joke is on you because you are easily fooled.","b'It is thought that gullible might be derived from the verb gull, meaning ""to swallow."" This would be a funny coincidence as gullible describes an overly trusting person who tends to swallow the stories he hears whole. The related word, gull, can be used as a noun ""don\'t be such a gull!"" or as a verb ""you can\'t gull me into believing that!""'","(adj) naive and easily deceived or tricked, (adj) easily tricked because of being too trusting","fleeceable, green, unwary",,Gullible = Gull + ible = girl/galli + able A girl who is able to be tricked or deceived easily.,"“The guilt, the terrible, gullible guilt ate up my insides.”, So he began his solemn day of visiting the victims by attacking the New York Times for changing its ludicrously gullible headline about his Monday statement."
0,Barrons,abate,Something that abates becomes fewer or less intense. Your enthusiasm for skiing might abate after falling off a ski lift and getting a mouthful of snow.,"b'Abate comes from the Old French verb abattre, ""to beat down,"" and means to reduce or become less intense or numerous. As an intransitive verb, it is often used with something physically, emotionally, or figuratively violent, as in ""the flood of fan mail began to abate."" Using it transitively, if you take measures to abate pollution or noise, you reduce them. Pronounce abate with the stress on the second syllable (uh-BATE).'","(v) become less in amount or intensity, (v) make less active or intense","die away, let up, slack, slack off, slack, slake",,rebate means discount... i.e reducing the price.. abate and rebate are rhyming words,"This week's clashes highlighted the hardening positions of pro-democracy protesters and the authorities, which show no sign of abating as long as the government continues to refuse calls for dialogue., This week’s clashes highlighted the hardening positions of pro-democracy protesters and the authorities, which show no sign of abating as long as the government continues to refuse calls for dialogue."
0,Barrons,abhor,"If you abhor something, it gives you a feeling of complete hatred. Chances are you abhor that kid who used to torture the frogs in biology class.","b'Abhor is from Latin abhorrere \xc3\xa2\xe2\x82\xac\xe2\x80\x9d ""to shrink back in horror."" It is the strongest way in English to express hatred, even stronger than loathe. We only use abhor in formal contexts; you might say ""I abhor that man,"" but you would be less likely to say ""I abhor spinach"" unless you tend to express yourself in highfalutin terms no matter what the occasion.'",(v) find repugnant,"abominate, execrate, loathe",,"abhor sounds like ""a whore"" and we generally hate a whore....so to hate someone is abhoring that person","Naturally, defenders of the Second Amendment abhorred that proposal., His predecessor, the highly scripted Theresa May, abhorred drama even as it consumed her tenure."
0,Barrons,abjure,"Abjure means to swear off, and it applies to something you once believed. You can abjure a religious faith, you can abjure your love of another person, and you can abjure the practice of using excessive force in interrogation.","b'Abjure is a more dramatic way to declare your rejection of something you once felt or believed. When you see its Latin roots, it makes sense: from ab- (meaning ""away"") and jurare (""to swear""). When you abjure something, you swear it away and dissociate yourself with it. You might abjure the field of astrology after receiving a bad fortune, or you might abjure marriage after a bitter divorce.'","(v) formally reject or disavow a formerly held belief, usually under pressure","forswear, recant, resile, retract",,Abjure think it like injure. so once you are injured you will give up. so abjure means give up,"Because the play abjures psychology in favor of gesture, much as Swan apparently did in his choreopoems, nothing tells us whether he is in on the joke., “The music builds unbearable tension, abjures all ‘Brahmsian’ restraint or relaxation, and its raging subjectivity hits dumbfounding extravagances of tempo at both ends of the scale."
0,Barrons,abortive,"Did you ever start something and not finish it? If so, that was an abortive project. Abortive things don't get finished.","b'Abortive is a variation of abort, which means to end something, so something abortive never reaches its end point. If you tried like crazy to run a marathon but couldn\'t finish, your efforts were abortive. If someone tripped you during the marathon, their efforts were abortive too. Abortive things always lead to the words ""The end."" Abortive can also be a way of avoiding the word unsuccessful.'",(adj) failing to accomplish an intended result,"stillborn, unsuccessful",,Relate it to abort..things usually gets aborted when it seems that it would be unsuccessful or fruitless,"Turkish air force pilots played a major role in the abortive putsch, commandeering jets and helicopters that bombed the parliament building and threatened a government plane that Erdogan was flying in., Its earlier life was shaped by government contracts, and in 2013 it was bought by Google’s parent company, as part of an abortive attempt for the search giant to enter the robotics industry."
0,Barrons,abound,"When things abound, there are a lot of them. In spring, birds, flowers, rain, and frisbees abound.","b""This word has to do with an abundance of something. In cities like Buffalo, NY, snow abounds. In very hot weather, insects and suntan lotion abound. Dogs are happy at the park when squirrels abound \xc3\xa2\xe2\x82\xac\xe2\x80\x9d meaning there are a lot of squirrels. On the moon, rocks abound, but that's about it.""","(v) be abundant or plentiful; exist in large quantities, (v) be in a state of movement or action","bristle, burst",,"Bounded means limited. Abound means not limited, that is plentiful.","Online, opinions abound about how and when one ought to use the thin horizontal line., Thatch roofs abounded as the tiki craze spread from coast to coast, and at the time, it was considered apart of a haute dining experience."
0,Barrons,abrogate,"Abrogate means to abolish or avoid. When someone cuts in front of you in line, they are abrogating your right to be the next one served. When you cut in line, you are abrogating your responsibility to those who were in line before you.","b'The Latin root of this word is made up of the prefix ab- ""away"" and rogare ""to propose a law."" What does it mean if you propose a law away? You repeal it, of course, so abrogate means to officially revoke, cancel or abolish. The meaning of this word has expanded a bit since its earliest usage, but it still appears most often in a legal or political context, or when serious rights and responsibilities are being discussed.'",(v) revoke formally,,,"Imagine a boy is making sighs to a girl standing in front of her GATE,seeing that ,her BRO comes & get rid of the boy (abolish)","Residents fear that the move to abrogate Kashmir’s autonomy would open a floodgate of Hindus settling in the region and alter the demographics in India’s only Muslim-majority state., Lawmakers passed legislation to “abrogate,” or effectively revoke, the court decision."
